matched_area_clean,total_facilities,beds,cots,operational_norm,anc,art,beoc,blood,caes_sec,ceoc,epi,fp,growm,hbc,hct,ipd,opd,outreach,pmtct,rad_xray,rhtc_rhdc,tb_diag,tb_labs,tb_treat,youth,area_clean,total,population,facilities_per_10k,beds_per_10k,cots_per_10k,operational_count,pct_operational,anc_pct,art_pct,beoc_pct,blood_pct,caes_sec_pct,ceoc_pct,epi_pct,fp_pct,growm_pct,hbc_pct,hct_pct,ipd_pct,opd_pct,outreach_pct,pmtct_pct,rad_xray_pct,rhtc_rhdc_pct,tb_diag_pct,tb_labs_pct,tb_treat_pct,youth_pct
IMENTI SOUTH,61,381.0,35.0,59,0,3,0,0,0,0,0,24,0,4,0,26,0,0,0,0,0,0,0,0,0,IMENTI SOUTH,206506.0,206506.0,2.953909329511007,18.44982712366711,1.6948660087358236,59,96.72131147540983,0.0,4.918032786885246,0.0,0.0,0.0,0.0,0.0,39.34426229508197,0.0,6.557377049180328,0.0,42.62295081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISINYA,34,129.0,6.0,34,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,ISINYA,210473.0,210473.0,1.6154091023551713,6.12905218246521,0.28507219453326554,34,100.0,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,20.588235294117645,0.0,0.0,0.0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIOLO,28,428.0,124.0,28,0,1,0,0,0,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0,ISIOLO,268002.0,268002.0,1.044768322624458,15.970030074402429,4.626831143051171,28,100.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,64.28571428571429,0.0,64.28571428571429,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIOLO,28,428.0,124.0,28,0,1,0,0,0,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0,ISIOLO,121066.0,121066.0,2.3127880660135793,35.35261758049329,10.242347149488708,28,100.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,64.28571428571429,0.0,64.28571428571429,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAHURO,23,66.0,14.0,23,0,2,0,0,0,0,0,16,0,9,0,13,0,0,0,0,0,0,0,0,0,KAHURO,88193.0,88193.0,2.6079167280849953,7.4835871327656385,1.5874275736169539,23,100.0,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,69.56521739130434,0.0,39.130434782608695,0.0,56.52173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAJIADO CENTRAL,58,193.0,8.0,56,0,3,0,0,0,0,0,20,0,1,0,5,0,0,0,0,0,0,0,0,0,KAJIADO CENTRAL,161862.0,161862.0,3.583299353770496,11.92373750478803,0.49424818672696497,56,96.55172413793103,0.0,5.172413793103448,0.0,0.0,0.0,0.0,0.0,34.48275862068966,0.0,1.7241379310344827,0.0,8.620689655172415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAJIADO NORTH,165,541.0,85.0,160,0,5,0,0,0,0,0,69,0,0,0,18,0,0,0,0,0,0,0,0,0,KAJIADO NORTH,306596.0,306596.0,5.381674907696121,17.64537045493092,2.772377982752547,160,96.96969696969697,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,41.81818181818181,0.0,0.0,0.0,10.909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAKAMEGA CENTRAL LURAMBI,53,738.0,129.0,49,0,6,0,0,0,0,0,20,0,12,0,18,0,0,0,0,0,0,0,0,0,,,,,,,49,92.45283018867924,0.0,11.320754716981133,0.0,0.0,0.0,0.0,0.0,37.735849056603776,0.0,22.641509433962266,0.0,33.9622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAKAMEGA EAST SHINYALU,31,310.0,37.0,29,0,9,0,0,0,0,0,12,0,9,0,10,0,0,0,0,0,0,0,0,0,,,,,,,29,93.54838709677419,0.0,29.03225806451613,0.0,0.0,0.0,0.0,0.0,38.70967741935484,0.0,29.03225806451613,0.0,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAKAMEGA NORTH MALAVA,27,95.0,17.0,20,0,4,0,0,0,0,0,14,0,14,0,16,0,0,0,0,0,0,0,0,0,,,,,,,20,74.07407407407408,0.0,14.814814814814813,0.0,0.0,0.0,0.0,0.0,51.85185185185185,0.0,51.85185185185185,0.0,59.25925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAKAMEGA SOUTH IKOLOMANI,20,116.0,20.0,20,0,5,0,0,0,0,0,10,0,9,0,11,0,0,0,0,0,0,0,0,0,,,,,,,20,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,45.0,0.0,55.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALOLENI,24,183.0,13.0,24,0,5,0,0,0,0,0,11,0,9,0,9,0,0,0,0,0,0,0,0,0,KALOLENI,193682.0,193682.0,1.2391445771935439,9.448477401100774,0.6712033126465031,24,100.0,0.0,20.833333333333336,0.0,0.0,0.0,0.0,0.0,45.83333333333333,0.0,37.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAMUKUNJI,59,1083.0,206.0,59,0,10,0,0,0,0,0,21,0,14,0,22,0,0,0,0,0,0,0,0,0,KAMUKUNJI,268276.0,268276.0,2.19922766106547,40.36887384633736,7.678659291177742,59,100.0,0.0,16.94915254237288,0.0,0.0,0.0,0.0,0.0,35.59322033898305,0.0,23.728813559322035,0.0,37.28813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANDARA,43,217.0,1.0,33,0,2,0,0,0,0,0,23,0,17,0,19,0,0,0,0,0,0,0,0,0,KANDARA,175098.0,175098.0,2.455767627271585,12.39305988646358,0.05711087505282756,33,76.74418604651163,0.0,4.651162790697675,0.0,0.0,0.0,0.0,0.0,53.48837209302325,0.0,39.53488372093023,0.0,44.18604651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANGUNDO,26,208.0,42.0,17,0,3,0,0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,KANGUNDO,97917.0,97917.0,2.6553101095826057,21.242480876660846,4.289347100094978,17,65.38461538461539,0.0,11.538461538461538,0.0,0.0,0.0,0.0,0.0,23.076923076923077,0.0,3.8461538461538463,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KASARANI,58,177.0,22.0,57,0,6,0,0,0,0,0,17,0,17,0,16,0,0,0,0,0,0,0,0,0,KASARANI,780656.0,780656.0,0.7429648910659753,2.2673238917013383,0.2818142690250251,57,98.27586206896551,0.0,10.344827586206897,0.0,0.0,0.0,0.0,0.0,29.310344827586203,0.0,29.310344827586203,0.0,27.586206896551722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATHIANI,24,206.0,8.0,21,0,3,0,0,0,0,0,14,0,3,0,13,0,0,0,0,0,0,0,0,0,KATHIANI,111890.0,111890.0,2.144963803735812,18.410939315399055,0.714987934578604,21,87.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,58.333333333333336,0.0,12.5,0.0,54.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATHONZWENI,18,84.0,16.0,16,0,3,0,0,0,0,0,10,0,11,0,11,0,0,0,0,0,0,0,0,0,KATHONZWENI,79780.0,79780.0,2.256204562547004,10.528954625219354,2.0055151667084483,16,88.88888888888889,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,61.111111111111114,0.0,61.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATULANI,24,68.0,8.0,20,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,KATULANI,47108.0,47108.0,5.094676063513628,14.434915513288614,1.6982253545045427,20,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333333333333,0.0,0.0,0.0,20.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEIYO,24,258.0,6.0,20,0,1,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,,,,,,,20,83.33333333333334,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,4.166666666666666,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEIYO SOUTH,36,106.0,15.0,36,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,KEIYO SOUTH,120750.0,120750.0,2.981366459627329,8.778467908902691,1.2422360248447206,36,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,19.444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KENYENYA,13,78.0,1.0,13,0,1,0,0,0,0,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,KENYENYA,131740.0,131740.0,0.9867921663883407,5.920752998330044,0.07590708972218005,13,100.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,46.15384615384615,0.0,53.84615384615385,0.0,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERICHO,56,358.0,22.0,48,0,2,0,0,0,0,0,20,0,10,0,20,0,0,0,0,0,0,0,0,0,KERICHO,901777.0,901777.0,0.6209960999227082,3.969939353077313,0.24396275354106392,48,85.71428571428571,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,17.857142857142858,0.0,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHWISERO,24,158.0,33.0,23,0,3,0,0,0,0,0,11,0,4,0,8,0,0,0,0,0,0,0,0,0,KHWISERO,113476.0,113476.0,2.1149846663611687,13.923649053544363,2.908103916246607,23,95.83333333333334,0.0,12.5,0.0,0.0,0.0,0.0,0.0,45.83333333333333,0.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAMBU,60,482.0,54.0,54,0,1,0,0,0,0,0,9,0,4,0,7,0,0,0,0,0,0,0,0,0,KIAMBU,2417735.0,2417735.0,0.24816615551332136,1.9936014492903482,0.22334953996198922,54,90.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.666666666666667,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAMBU,60,482.0,54.0,54,0,1,0,0,0,0,0,9,0,4,0,7,0,0,0,0,0,0,0,0,0,KIAMBU,145903.0,145903.0,4.112321199701172,33.035646970932746,3.7010890797310543,54,90.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.666666666666667,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIBRA,93,1807.0,441.0,89,0,9,0,0,0,0,0,24,0,22,0,21,0,0,0,0,0,0,0,0,0,KIBRA,185777.0,185777.0,5.006001819385607,97.26715363042787,23.738137659667235,89,95.6989247311828,0.0,9.67741935483871,0.0,0.0,0.0,0.0,0.0,25.806451612903224,0.0,23.655913978494624,0.0,22.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIBWEZI,49,163.0,16.0,43,0,2,0,0,0,0,0,16,0,20,0,13,0,0,0,0,0,0,0,0,0,KIBWEZI,197000.0,197000.0,2.487309644670051,8.274111675126903,0.8121827411167513,43,87.75510204081633,0.0,4.081632653061225,0.0,0.0,0.0,0.0,0.0,32.6530612244898,0.0,40.816326530612244,0.0,26.53061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIENI EAST,48,70.0,1.0,47,0,0,0,0,0,0,0,28,0,10,0,11,0,0,0,0,0,0,0,0,0,KIENI EAST,110376.0,110376.0,4.348771472059143,6.341958396752917,0.09059940566789881,47,97.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333333333333336,0.0,20.833333333333336,0.0,22.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIENI WEST,34,77.0,12.0,34,0,1,0,0,0,0,0,21,0,15,0,12,0,0,0,0,0,0,0,0,0,KIENI WEST,88525.0,88525.0,3.8407229596159276,8.69810787913019,1.3555492798644453,34,100.0,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,61.76470588235294,0.0,44.11764705882353,0.0,35.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIGUMO,27,22.0,1.0,16,0,1,0,0,0,0,0,14,0,6,0,9,0,0,0,0,0,0,0,0,0,KIGUMO,136921.0,136921.0,1.97194002380935,1.6067659453261371,0.0730348156966426,16,59.25925925925925,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,51.85185185185185,0.0,22.22222222222222,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIHARU,57,292.0,64.0,57,0,2,0,0,0,0,0,19,0,10,0,18,0,0,0,0,0,0,0,0,0,,,,,,,57,100.0,0.0,3.508771929824561,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,17.543859649122805,0.0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIKUYU,65,356.0,27.0,65,0,4,0,0,0,0,0,16,0,17,0,16,0,0,0,0,0,0,0,0,0,KIKUYU,187122.0,187122.0,3.4736695845491177,19.02502110922286,1.442908904351172,65,100.0,0.0,6.153846153846154,0.0,0.0,0.0,0.0,0.0,24.615384615384617,0.0,26.153846153846157,0.0,24.615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KILIFI NORTH,46,222.0,27.0,43,0,3,0,0,0,0,0,28,0,20,0,17,0,0,0,0,0,0,0,0,0,KILIFI NORTH,178824.0,178824.0,2.572361651679864,12.414441014628908,1.5098644477251375,43,93.47826086956522,0.0,6.521739130434782,0.0,0.0,0.0,0.0,0.0,60.86956521739131,0.0,43.47826086956522,0.0,36.95652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KILIFI SOUTH,37,59.0,6.0,35,0,5,0,0,0,0,0,22,0,15,0,16,0,0,0,0,0,0,0,0,0,KILIFI SOUTH,206753.0,206753.0,1.7895750001209172,2.8536466218144354,0.29020135137095954,35,94.5945945945946,0.0,13.513513513513514,0.0,0.0,0.0,0.0,0.0,59.45945945945946,0.0,40.54054054054054,0.0,43.24324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KILUNGU,22,93.0,24.0,17,0,2,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,KILUNGU,60952.0,60952.0,3.6093975587347424,15.257907861924137,3.9375246095288094,17,77.27272727272727,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,22.727272727272727,0.0,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIMILILI BUNGOMA,14,124.0,0.0,14,0,1,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,,,,,,,14,100.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,21.428571428571427,0.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINANGO,38,117.0,26.0,34,0,4,0,0,0,0,0,1,0,7,0,20,0,0,0,0,0,0,0,0,0,KINANGO,94220.0,94220.0,4.033113988537465,12.417745701549563,2.759499044788792,34,89.47368421052632,0.0,10.526315789473683,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,18.421052631578945,0.0,52.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINANGOP,40,40.0,5.0,39,0,1,0,0,0,0,0,6,0,6,0,8,0,0,0,0,0,0,0,0,0,KINANGOP,111410.0,111410.0,3.590341980073602,3.590341980073602,0.44879274750920023,39,97.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIPIPIRI,20,68.0,6.0,20,0,1,0,0,0,0,0,5,0,5,0,6,0,0,0,0,0,0,0,0,0,KIPIPIRI,93855.0,93855.0,2.1309466730595066,7.245218688402323,0.6392840019178521,20,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIPKELION,32,156.0,9.0,24,0,2,0,0,0,0,0,22,0,3,0,23,0,0,0,0,0,0,0,0,0,KIPKELION,122530.0,122530.0,2.611605321145842,12.731575940585978,0.734513996572268,24,75.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,68.75,0.0,9.375,0.0,71.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRINYAGA CENTRAL,62,398.0,47.0,56,0,3,0,0,0,0,0,12,0,2,0,7,0,0,0,0,0,0,0,0,0,KIRINYAGA CENTRAL,122740.0,122740.0,5.0513280104285485,32.42626690565423,3.8292325240345444,56,90.32258064516128,0.0,4.838709677419355,0.0,0.0,0.0,0.0,0.0,19.35483870967742,0.0,3.225806451612903,0.0,11.29032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRINYAGA EAST,44,55.0,6.0,39,0,3,0,0,0,0,0,16,0,2,0,9,0,0,0,0,0,0,0,0,0,KIRINYAGA EAST,135559.0,135559.0,3.2458191636114164,4.057273954514271,0.4426117041288295,39,88.63636363636364,0.0,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,36.36363636363637,0.0,4.545454545454546,0.0,20.454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRINYAGA NORTH,25,148.0,41.0,24,0,1,0,0,0,0,0,9,0,2,0,9,0,0,0,0,0,0,0,0,0,,,,,,,24,96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRINYAGA SOUTH,56,157.0,2.0,47,0,3,0,0,0,0,0,15,0,3,0,9,0,0,0,0,0,0,0,0,0,,,,,,,47,83.92857142857143,0.0,5.357142857142857,0.0,0.0,0.0,0.0,0.0,26.785714285714285,0.0,5.357142857142857,0.0,16.071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRINYAGA WEST,62,79.0,1.0,54,0,2,0,0,0,0,0,16,0,3,0,12,0,0,0,0,0,0,0,0,0,KIRINYAGA WEST,114660.0,114660.0,5.4072911215768364,6.889935461364033,0.08721437292865863,54,87.09677419354838,0.0,3.225806451612903,0.0,0.0,0.0,0.0,0.0,25.806451612903224,0.0,4.838709677419355,0.0,19.35483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISASI,15,15.0,0.0,14,0,1,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,KISASI,46142.0,46142.0,3.2508343808244113,3.2508343808244113,0.0,14,93.33333333333333,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISAUNI,101,248.0,32.0,97,0,6,0,0,0,0,0,38,0,26,0,25,0,0,0,0,0,0,0,0,0,KISAUNI,291930.0,291930.0,3.4597334977563117,8.495187202411536,1.0961531874079402,97,96.03960396039604,0.0,5.9405940594059405,0.0,0.0,0.0,0.0,0.0,37.62376237623762,0.0,25.742574257425744,0.0,24.752475247524753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISII CENTRAL,51,1579.0,125.0,48,0,4,0,0,0,0,0,31,0,10,0,33,0,0,0,0,0,0,0,0,0,KISII CENTRAL,166906.0,166906.0,3.0556121409655734,94.60414844283609,7.489245443543072,48,94.11764705882352,0.0,7.8431372549019605,0.0,0.0,0.0,0.0,0.0,60.78431372549019,0.0,19.607843137254903,0.0,64.70588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISII SOUTH,18,75.0,6.0,16,0,3,0,0,0,0,0,11,0,9,0,10,0,0,0,0,0,0,0,0,0,KISII SOUTH,135134.0,135134.0,1.3320111888939867,5.550046620391611,0.44400372963132895,16,88.88888888888889,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,61.111111111111114,0.0,50.0,0.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISUMU EAST,76,1135.0,45.0,72,0,10,0,0,0,0,0,39,0,35,0,38,0,0,0,0,0,0,0,0,0,KISUMU EAST,220997.0,220997.0,3.4389607098738897,51.35816323298506,2.03622673610954,72,94.73684210526315,0.0,13.157894736842104,0.0,0.0,0.0,0.0,0.0,51.31578947368421,0.0,46.05263157894737,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISUMU WEST,24,256.0,39.0,24,0,6,0,0,0,0,0,16,0,14,0,15,0,0,0,0,0,0,0,0,0,KISUMU WEST,172821.0,172821.0,1.3887201208186506,14.813014622065605,2.256670196330307,24,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,58.333333333333336,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KITUI CENTRAL,81,348.0,63.0,61,0,1,0,0,0,0,0,19,0,2,0,16,0,0,0,0,0,0,0,0,0,KITUI CENTRAL,105991.0,105991.0,7.642158296459133,32.832976384787386,5.943900897245992,61,75.30864197530865,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,23.456790123456788,0.0,2.4691358024691357,0.0,19.753086419753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KITUI WEST,20,125.0,5.0,17,0,2,0,0,0,0,0,6,0,1,0,8,0,0,0,0,0,0,0,0,0,KITUI WEST,70871.0,70871.0,2.822028756473028,17.637679727956428,0.705507189118257,17,85.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOIBATEK,39,256.0,10.0,37,0,1,0,0,0,0,0,20,0,19,0,18,0,0,0,0,0,0,0,0,0,KOIBATEK,129535.0,129535.0,3.0107692901532404,19.762998417416142,0.7719921256803182,37,94.87179487179486,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0,51.28205128205128,0.0,48.717948717948715,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONOIN,30,126.0,12.0,24,0,3,0,0,0,0,0,20,0,13,0,19,0,0,0,0,0,0,0,0,0,KONOIN,163507.0,163507.0,1.8347838318848733,7.706092093916468,0.7339135327539494,24,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,43.333333333333336,0.0,63.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
